#bbcode,img
12/earwings.gif,12/earwings.gif
12/gee.gif,12/gee.gif
12/gehor.gif,12/gehor.gif
12/hairry.gif,12/hairry.gif
12/laughdog.gif,12/laughdog.gif
12/litengr.gif,12/litengr.gif
12/loverboy.gif,12/loverboy.gif
12/nicetoad.gif,12/nicetoad.gif
12/rumpa.gif,12/rumpa.gif
12/sag.gif,12/sag.gif
12/tangry.gif,12/tangry.gif
12/toupee.gif,12/toupee.gif
12/witchbrew.gif,12/witchbrew.gif
12/witchdrum.gif,12/witchdrum.gif
12/200.gif,12/200.gif
12/evil2.gif,12/evil2.gif
12/TAEL_SmileyCenteds.gif,12/TAEL_SmileyCenteds.gif
10/heartbroken.gif,10/heartbroken.gif
10/atingheart.gif,10/atingheart.gif
10/hubbahubba.gif,10/hubbahubba.gif
10/inlove.gif,10/inlove.gif
10/kisses.gif,10/kisses.gif
12/54491015660004484803.gif,12/54491015660004484803.gif
12/1370264351852.gif,12/1370264351852.gif
0/bala3.gif,0/bala3.gif
10/pcheers1.gif,10/pcheers1.gif
11/broki.gif,11/broki.gif
12/ugly-man-laugh-smiley-emoticon.gif,12/ugly-man-laugh-smiley-emoticon.gif
15/yoda2.gif,15/yoda2.gif
16/meme_awesome_smiley.png,16/meme_awesome_smiley.png
16/meme_cg2.png,16/meme_cg2.png
16/meme_fsjal.png,16/meme_fsjal.png
16/meme_me_gusta.png,16/meme_me_gusta.png
16/meme_okayfaceplz.png,16/meme_okayfaceplz.png
16/meme_trollface.png,16/meme_trollface.png
16/b9d6a.gif,16/b9d6a.gif
16/ehh3.png,16/ehh3.png
